Guide	Gene	AP2_i10	BR1_i12	BR3_i25	BR4_i14	m1_aav_i15
Rnasel_+_153749704.23-P1	Rnasel_P1	1450	1704	1676	1421	2723
Dyrk4_-_126921790.23-P1P2	Dyrk4	2031	1395	1936	2055	3577
Adra2a_+_54045315.23-P1P2	Adra2a	1905	2192	1974	1924	3069
Caml_-_55623118.23-P1P2	Caml	1636	2005	1389	1721	3033
Rps6kb1_-_86544752.23-P1P2	Rps6kb1	105	72	35	110	132
Glul_-_153899959.23-P1P2	Glul	3449	4000	2981	3454	5933
Impa1_+_10331132.23-P1P2	Impa1	793	931	870	895	1364
Rfk_+_17394128.23-P1P2	Rfk	3100	3205	2960	2945	5015
Sdsl_-_120472845.23-P2	Sdsl_P2	2100	2190	2477	2134	3615
Kcnmb2_-_31902681.23-P1P2	Kcnmb2	686	676	818	1040	1653
Cysltr2_+_73049088.23-P1P2	Cysltr2	116	124	245	216	304
Cib2_-_54559876.23-P1P2	Cib2	1196	1502	1399	1330	2412
Zc3hc1_-_30390991.23-P1P2	Zc3hc1	1258	1369	1376	1501	2442
Tssk4_+_55650245.23-P1P2	Tssk4	914	948	894	859	1737
Cacna1i_+_80287336.23-P1P2	Cacna1i	1296	1356	1187	1155	2021
Uba1_+_20662928.23-P1	Uba1_P1	2768	3210	2718	3235	5237
Slk_-_47579695.23-P1P2	Slk	1143	1074	1351	1155	2009
Akt1_+_112674172.23-P1P2	Akt1	1777	1296	1582	1671	2531
Syk_-_52583153.23-P2	Syk_P2	1169	1492	1293	1479	1943
Gabbr2_+_46991593.23-P1P2	Gabbr2	2432	2577	2763	2694	4119
Mc2r_-_68429183.23-P1P2	Mc2r	2589	2237	2486	2534	4422
Retsat_+_72598674.23-P1P2	Retsat	1821	2463	1627	1840	3196
Cpb1_+_20275654.23-P1	Cpb1_P1	2282	1960	2277	2330	4279
Prss8_-_127930041.23-P1P2	Prss8	2080	2372	1996	2144	4104
Nnmt_-_48604743.23-P1P2	Nnmt	2050	2105	2141	2185	3472
Plau_+_20836719.23-P1P2	Plau	3024	3753	2539	2994	5442
Nqo2_-_33964794.23-P1P2	Nqo2	1626	1307	1728	1400	2745
non-targeting_00001	non-targeting	700	1430	1045	1150	1728
Mapk13_+_28769376.23-P1P2	Mapk13	1406	1738	1370	1415	2502
Asgr2_+_70092689.23-P1P2	Asgr2	2111	1964	1760	2330	3641
Cdo1_-_46728301.23-P1P2	Cdo1	1595	1561	1164	1580	2439
Por_-_135689269.23-P1	Por_P1	1832	2497	1540	2063	3323
Chit1_-_134111235.23-P1P2	Chit1	2461	2862	2404	2302	4013
Mmp7_+_7692278.23-P1P2	Mmp7	2921	2986	2070	2334	4418
Mmp19_-_128791023.23-P1P2	Mmp19	3070	4230	3449	3600	6216
Txndc12_-_108834740.23-P1P2	Txndc12	1455	1549	1149	1302	2520
Ppfia2_+_106470360.23-P1P2	Ppfia2	2198	2534	2561	2724	4715
Pstpip1_+_56090224.23-P1P2	Pstpip1	2691	2191	2913	2737	4274
Cdkn1c_+_143460935.23-P1P2	Cdkn1c	765	970	759	867	1596
Eno3_+_70657895.23-P1P2	Eno3	1550	977	1273	1649	2343
Padi4_-_140774150.23-P1	Padi4_P1	2654	3222	2539	2592	3992
Phpt1_-_25574827.23-P1P2	Phpt1	2500	2977	2673	2552	4374
Kcnmb1_-_33963383.23-P1P2	Kcnmb1	945	1069	1216	930	1500
Dnase1_+_4037146.23-P1P2	Dnase1	164	22	184	152	296
Afg3l2_-_67449060.23-P1P2	Afg3l2	1203	906	1062	1330	2061
Ppp1r15a_-_45526019.23-P1P2	Ppp1r15a	2113	1724	2334	2161	2998
Glra3_+_55940403.23-P1P2	Glra3	1792	2299	1877	2018	2920
Fech_-_64489016.23-P1P2	Fech	375	204	318	484	784
Pdpk1_-_24150833.23-P2	Pdpk1_P2	2338	2829	3030	2624	4377
Txndc12_-_108834695.23-P1P2	Txndc12	1991	1861	1935	2034	3437
Brd4_+_32284649.23-P1P2	Brd4	1742	1444	1688	1618	2416
Grk6_-_55445340.23-P1P2	Grk6	2489	2625	2200	2513	2996
Pkib_+_57632156.23-P1	Pkib_P1	1267	1373	945	1128	1787
Suclg1_+_73248751.23-P1	Suclg1_P1	1048	1187	974	1233	1599
Ppp2cb_+_33599685.23-P1P2	Ppp2cb	819	1032	906	1036	1750
Dapk2_+_66158627.23-P1P2	Dapk2	2597	2212	2295	2280	4015
Ms4a1_+_11266041.23-P1P2	Ms4a1	2915	3633	3344	3261	5261
Chrnb3_+_27368784.23-P1P2	Chrnb3	986	1038	1119	948	2058
Itpkb_-_180330737.23-P1P2	Itpkb	2538	2872	2609	2856	4366
Mylk4_-_32783871.23-P1P2	Mylk4	2074	2922	2162	2525	3814
Atp8a1_-_67847378.23-P1P2	Atp8a1	2877	2997	2789	2560	4494
Slc6a4_+_76998665.23-P2	Slc6a4_P2	422	339	415	423	654
Rdh5_+_128919255.23-P1P2	Rdh5	1465	1107	1591	1608	3115
non-targeting_00208	non-targeting	1353	1750	1090	1053	2044
Capn1_-_6015186.23-P1P2	Capn1	548	473	334	425	686
Sms_+_157492032.23-P1P2	Sms	1218	986	1110	1033	1490
Azgp1_-_137981545.23-P1P2	Azgp1	1582	1170	1433	1304	2718
Pnp2_+_50956215.23-P1P2	Pnp2	687	492	554	629	1066
Ppp2r2b_+_43059288.23-ENSMUST00000025377.7	Ppp2r2b	2682	3118	1913	2584	4292
Vdac1_-_52361298.23-P1P2	Vdac1	1170	1646	1377	1661	2292
Plk1_+_122133243.23-P2	Plk1_P2	2572	2790	2394	2594	4002
Bmpr1b_-_141982145.23-P2	Bmpr1b_P2	1473	1749	1524	1656	3020
Pgd_-_149166621.23-P1P2	Pgd	1487	1672	1558	1503	2608
Ltf_+_111019381.23-P1P2	Ltf	138	270	201	197	228
Ddr2_+_170110727.23-P1P2	Ddr2	1126	947	717	1152	1638
Rdh12_-_79208997.23-P1P2	Rdh12	1891	1900	1484	1854	3396
Cdkn3_-_46760622.23-P1P2	Cdkn3	785	617	949	938	1528
Gucy2c_-_136781748.23-P1P2	Gucy2c	1884	2106	2047	2149	3375
Cerkl_-_79428940.23-ENSMUST00000143974.1	Cerkl	1835	2551	1328	1944	3196
Uba1_-_20658506.23-P2	Uba1_P2	2302	2548	2029	1981	3571
Akap1_+_88864385.23-P1P2	Akap1	2023	1691	1585	1469	2941
Cdk11b_-_155624915.23-P1P2	Cdk11b	2750	2662	2542	2772	4883
Galk2_-_125866335.23-P1P2	Galk2	2285	1918	2046	2174	3781
Khk_-_30921972.23-P1P2	Khk	2669	3104	2680	3123	4842
Lepre1_-_119232946.23-P1P2	Lepre1	1976	2197	2165	2050	3627
Comp_+_70373578.23-P1P2	Comp	1206	1109	1005	1330	2078
Ak2_-_128993386.23-P1P2	Ak2	1609	2216	1283	1671	2875
Acy3_+_3986582.23-P1P2	Acy3	2855	3415	3268	3466	5687
Aurka_-_172370153.23-P1P2	Aurka	3283	2878	2838	3430	5615
Ikbkg_-_74424715.23-P2	Ikbkg_P2	1698	1378	1951	1918	3423
Pde7a_-_19311290.23-P1P2	Pde7a	2016	1967	1849	2038	3634
Cyp2c37_+_39992359.23-P1P2	Cyp2c37	912	586	637	782	1343
Dgka_-_128744024.23-P1P2	Dgka	2745	3298	2935	2936	5470
Nuak2_+_132316518.23-P1P2	Nuak2	2472	2833	2110	3084	5207
Chrna1_-_73580254.23-P1P2	Chrna1	1511	1865	1377	1499	2781
Dusp7_-_106368611.23-P1P2	Dusp7	210	123	235	221	528
Cyp2c38_-_39462624.23-P1P2	Cyp2c38	1982	1473	1684	1678	2254
Ctdp1_+_80469651.23-P1P2	Ctdp1	1313	1622	1504	1860	4388
Cpb1_+_20275619.23-P1	Cpb1_P1	1104	991	1014	1211	1745
Hpx_+_105600056.23-P1P2	Hpx	1708	1222	1366	1599	2490
Hpn_-_31110966.23-P2	Hpn_P2	2068	2363	2170	2225	3937
Nhp2l1_-_82047387.23-P1P2	Nhp2l1	641	872	454	821	1661
Pak4_+_28598098.23-P1P2	Pak4	1828	1369	1708	1743	2669
Pnck_-_73660007.23-P1P2	Pnck	1559	1717	2043	1801	3069
Cct3_+_88297177.23-P1P2	Cct3	1505	1647	1081	2125	5071
Slc32a1_+_158611236.23-P1P2	Slc32a1	2016	2184	2534	1935	3377
Arl1_-_88731472.23-P1P2	Arl1	1833	2915	2312	2295	4041
Pglyrp3_+_92014604.23-ENSMUST00000047660.4	Pglyrp3	2238	2424	2286	2136	3828
Acp2_-_91202957.23-P1P2	Acp2	2726	3464	3545	3658	6044
Acaca_+_84179896.23-P1P2	Acaca	3012	2815	3105	3228	4728
Chrnb4_-_55048482.23-P1P2	Chrnb4	3371	2286	3049	3472	5682
Pank3_+_35769851.23-P1P2	Pank3	714	1396	610	832	1295
Scn4b_+_45138882.23-P1P2	Scn4b	1832	2182	1958	2121	3527
Ppp1r3b_+_35376704.23-P1P2	Ppp1r3b	3047	3838	3054	3492	5888
Adam33_-_131054530.23-P2	Adam33_P2	1389	1363	1505	1508	2899
Actr2_+_20112691.23-P1P2	Actr2	277	262	343	286	492
Ddc_+_11890352.23-P2	Ddc_P2	1942	2101	1898	2027	3671
Gkap1_+_58274061.23-P1P2	Gkap1	1254	1602	1131	1596	1918
Prkrir_-_98703557.23-P1P2	Prkrir	1639	2094	1363	1653	2163
Ppp1r10_-_35917015.23-P1P2	Ppp1r10	2873	2588	2632	2839	5176
Slc38a3_-_107668887.23-P2	Slc38a3_P2	1420	1113	1195	1363	2391
Ryk_+_102834971.23-P1P2	Ryk	372	593	350	457	810
Phpt1_+_25574634.23-P1P2	Phpt1	1786	1726	1887	1951	2856
Fgb_+_83049746.23-P1P2	Fgb	472	390	503	556	829
Kcnmb2_+_31902714.23-P1P2	Kcnmb2	1718	2204	1836	1856	3647
Pnpo_+_96943987.23-P1P2	Pnpo	1018	1206	952	1223	1997
Ifngr2_-_91547072.23-P1	Ifngr2_P1	1287	1035	1431	1570	2076
Bdh1_-_31422395.23-P2	Bdh1_P2	1595	2195	1478	1884	3196
Dusp27_-_166127831.23-P1P2	Dusp27	1478	2697	1907	1849	3324
Uck2_+_167284821.23-P1P2	Uck2	1306	1389	1415	1424	2386
Ppp1r14d_+_119229523.23-P1P2	Ppp1r14d	1444	1430	1306	1467	2474
Bmx_+_164258115.23-P1P2	Bmx	1236	1431	1545	1438	2479
Dgkz_+_91950263.23-P2	Dgkz_P2	2324	2172	2619	2353	4142
Gabre_-_72274913.23-P1P2	Gabre	844	779	859	887	1625
Ppard_+_28233013.23-P1P2	Ppard	545	490	634	609	990
Spryd3_+_102136152.23-P1P2	Spryd3	2597	2432	2797	2704	4512
Kcnj11_+_46100668.23-P1P2	Kcnj11	1582	1849	1528	1764	3342
Mapkbp1_+_119972453.23-P1P2	Mapkbp1	946	1008	1203	1042	1971
Pfn1_-_70654594.23-P1P2	Pfn1	580	537	730	588	1004
Blvrb_-_27448288.23-P1P2	Blvrb	1681	1781	1561	1660	2005
Hmox2_-_4726459.23-P1P2	Hmox2	3361	3652	3510	3597	6154
Sftpd_+_41184980.23-P1P2	Sftpd	401	619	460	604	841
Ak5_-_152668088.23-P1P2	Ak5	579	954	759	831	1432
Ero1lb_+_12565949.23-P1P2	Ero1lb	499	380	312	354	570
Csad_-_102189012.23-P2	Csad_P2	2848	2471	3178	3043	5305
Ick_-_78109256.23-P2	Ick_P2	561	505	573	591	1160
Brsk2_-_141949920.23-P1P2	Brsk2	1883	1581	1582	1901	2877
Prkx_+_77795908.23-P1P2	Prkx	2179	1813	1929	2081	3333
Cdk5r2_+_74854975.23-P1P2	Cdk5r2	2135	1943	2200	2559	3193
Scn2a1_+_65668777.23-P2	Scn2a1_P2	1485	1098	1494	1442	2523
Cysltr1_+_106603457.23-P1P2	Cysltr1	2155	2787	1579	2133	3648
Fes_-_80387826.23-P1P2	Fes	1365	1618	1517	1356	2456
Ephb2_+_136835953.23-P1P2	Ephb2	1093	1416	1280	1474	2192
Sirt3_+_140881751.23-P1P2	Sirt3	2000	1421	2050	2059	2865
Txk_+_72752699.23-P1P2	Txk	408	868	754	685	1248
Ppp3r1_+_17159360.23-P1P2	Ppp3r1	1440	1911	1543	1475	2535
Mmp20_-_7628249.23-P1P2	Mmp20	1717	2056	1770	1816	3286
Ndufb3_+_58586801.23-P1P2	Ndufb3	1454	1408	1149	1523	2393
Grk4_+_34660447.23-P1P2	Grk4	1766	1439	1980	2088	3187
Il11ra1_+_41760570.23-P1P2	Il11ra1	1314	1573	1581	1597	2715
Ptk7_+_46629204.23-P1P2	Ptk7	1585	1945	1659	1837	2850
Glp1r_+_30902206.23-P1P2	Glp1r	1548	1261	1435	1334	2351
Fga_+_83026237.23-P1P2	Fga	945	1315	850	935	1533
Nek9_-_85339353.23-P1P2	Nek9	1668	1582	1913	1959	2725
Fbp2_+_62858330.23-P1P2	Fbp2	2727	2700	2593	2529	4675
Insrr_+_87797043.23-P1P2	Insrr	579	409	690	652	762
Jak2_-_29251828.23-P1P2	Jak2	2155	3315	2513	2273	3717
Slc36a1_+_55204379.23-P1P2	Slc36a1	1889	2211	1699	2227	3435
Slc16a3_-_120949124.23-P1P2	Slc16a3	2361	2564	2219	2673	3814
Soat1_-_156474193.23-P1P2	Soat1	5348	5427	4732	4721	7321
Pnlip_-_58670657.23-P1P2	Pnlip	2144	2484	2183	2464	3583
Baiap2l1_-_144358085.23-P1P2	Baiap2l1	472	500	684	462	976
Ptprr_+_116018455.23-P1P2	Ptprr	697	517	497	755	898
Sst_+_23890747.23-P1P2	Sst	107	217	99	233	297
Map4k3_+_80727786.23-P1P2	Map4k3	2055	2252	1291	1708	2928
Gm8909_-_36168469.23-P1P2	Gm8909	3395	3147	3798	3931	6736
Map3k9_+_81781123.23-P1P2	Map3k9	1288	1173	1158	1312	1722
Aldh5a1_-_24937598.23-P1P2	Aldh5a1	2358	2823	2549	2532	4221
Ak1_+_32628458.23-P2	Ak1_P2	2225	2569	1897	2398	4061
Mos_+_3871870.23-P1P2	Mos	36	2	143	89	181
Rps6kl1_+_85151204.23-P1P2	Rps6kl1	1959	2097	1966	2149	3813
Npr2_+_43632009.23-P1P2	Npr2	2180	2386	2346	2579	4460
Csf1r_+_61105905.23-P1P2	Csf1r	2732	3522	2558	3012	5053
Aars_-_111033954.23-P1P2	Aars	1147	903	1062	1538	3379
Dusp2_-_127336211.23-P1P2	Dusp2	2521	2616	2261	2438	3483
Gpr18_-_121915764.23-P1P2	Gpr18	2846	2535	2051	2936	4914
Csnk2a2_-_95488745.23-P1P2	Csnk2a2	1006	1457	1128	1227	1790
Slc22a8_+_8593398.23-P1	Slc22a8_P1	1765	2111	1497	1581	2958
Ikbkap_-_56802289.23-P1P2	Ikbkap	2091	2501	2251	2182	3746
Rarres1_+_67515433.23-P1P2	Rarres1	2292	1670	1454	1733	2781
Ppp2r3a_-_101251780.23-ENSMUST00000075941.5	Ppp2r3a	1807	2180	2292	2267	3401
Prkag3_-_74748658.23-P1P2	Prkag3	2891	4429	2712	2991	5570
Sqle_+_59315127.23-P1P2	Sqle	1077	1488	1293	1292	2400
Stk39_-_68472044.23-P1P2	Stk39	1291	1366	1259	1561	1876
Baiap2l1_-_144358044.23-P1P2	Baiap2l1	2170	2476	2433	2444	3989
Ppfia1_+_144553661.23-P1P2	Ppfia1	1207	2007	1273	1418	2154
Tk2_-_104248541.23-P1P2	Tk2	2979	3281	2930	3291	5717
Gabrr2_-_33063021.23-P1P2	Gabrr2	2506	2340	2412	2277	3686
Ccbl2_+_142701112.23-P1P2	Ccbl2	1037	914	1364	1446	2578
Gapdh_-_125165238.23-P1P2	Gapdh	1617	1786	1836	2002	2753
Ndufa12_-_94199072.23-P1P2	Ndufa12	1355	1336	1608	1762	2555
Suclg2_-_95718614.23-P1P2	Suclg2	2521	2902	2621	3033	4396
Fbp2_+_62858087.23-P1P2	Fbp2	1261	1768	1226	1351	1956
Crp_-_172698286.23-P1P2	Crp	2275	1828	1969	2154	4163
Zmynd8_+_165884606.23-P1	Zmynd8_P1	1874	2384	1623	1942	3169
Pstpip2_+_77794635.23-P1P2	Pstpip2	643	815	527	776	1250
Slc16a3_-_120949171.23-P1P2	Slc16a3	2687	3063	2904	2865	5098
Car14_+_95904607.23-P1P2	Car14	2749	2857	3000	3177	5856
Slc6a4_+_76998801.23-P2	Slc6a4_P2	1053	1059	718	1032	1778
Extl2_+_116008588.23-P1P2	Extl2	1297	1288	1068	1240	2370
Kit_+_75575046.23-P1P2	Kit	1345	1218	1415	1454	2422
Tek_+_94739515.23-P1P2	Tek	306	818	495	534	779
Ddx39b_+_35241826.23-P1P2	Ddx39b	817	1279	1138	1373	3827
Araf_-_20848619.23-P1P2	Araf	3671	4293	3731	3361	6587
Tat_-_109990481.23-P1P2	Tat	1696	1698	1587	1513	2858
Gpx3_-_54903136.23-P1P2	Gpx3	1567	1227	1457	1424	2590
Stk40_-_126104032.23-P1P2	Stk40	1052	1037	677	1062	1671
Adra2c_+_35279060.23-P1P2	Adra2c	1448	1979	1156	1540	2189
Map3k5_-_19934300.23-P1P2	Map3k5	715	501	537	706	1060
Tubb3_+_123411546.23-P1P2	Tubb3	2815	2936	2656	2823	5315
Htr2c_-_146962550.23-P1P2	Htr2c	2	47	110	37	105
Ppp1r3c_+_36736642.23-P1P2	Ppp1r3c	979	1174	1150	1285	2025
Pak6_-_118677275.23-P2	Pak6_P2	634	495	517	719	1244
Hunk_-_90386645.23-P1P2	Hunk	1247	1729	982	1140	2031
Esrrg_+_187609221.23-P2	Esrrg_P2	1439	1614	1185	1722	2277
Glipr2_+_43957726.23-P1P2	Glipr2	245	109	211	216	326
Dyrk1b_+_28179544.23-P1P2	Dyrk1b	1722	1265	1271	1445	2588
Camk1_-_113343878.23-P1P2	Camk1	1777	1297	1625	1809	2862
Abl2_-_156559014.23-P1P2	Abl2	2896	3457	3024	3534	6235
Alox5_+_116461102.23-P1P2	Alox5	2337	3089	1906	2463	3975
Kif1a_+_93101804.23-P1P2	Kif1a	1488	1724	1295	1412	2232
Ntrk2_+_58807996.23-P1P2	Ntrk2	2529	2561	1646	2151	3464
Stmn4_-_66344442.23-P1P2	Stmn4	3440	3225	2983	3157	5306
Gabrq_+_72825211.23-P1P2	Gabrq	1222	1259	1075	1225	1914
Gsto1_-_47855050.23-P1P2	Gsto1	1572	1415	1548	1872	2628
Jak3_+_71676560.23-P1P2	Jak3	1374	1436	1621	1796	2587
Grik3_-_125490421.23-P1P2	Grik3	1373	1303	1257	1538	2353
Map2k7_-_4238891.23-P1P2	Map2k7	1812	1718	1747	2264	3687
Gad2_+_22622562.23-P1P2	Gad2	5225	7238	5482	5455	9302
Ifngr2_-_91547078.23-P1	Ifngr2_P1	615	841	685	880	1390
Ptp4a3_+_73724844.23-P2	Ptp4a3_P2	1569	2003	1548	1766	2648
Fggy_-_95557548.23-P1	Fggy_P1	3437	3407	3502	3603	5786
Ctsf_-_4855465.23-P1P2	Ctsf	1293	959	1548	1394	2430
Anxa5_-_36475632.23-P1P2	Anxa5	2245	2201	2274	2436	4410
Epx_+_87875486.23-P1	Epx_P1	809	638	708	750	1217
Dguok_+_83506889.23-P1P2	Dguok	2254	2488	2442	2640	4107
Hao1_-_134554341.23-P1P2	Hao1	800	1362	994	982	1720
Sphk1_-_116532716.23-P1P2	Sphk1	794	1182	943	1367	3006
Pkdcc_-_83215291.23-P1P2	Pkdcc	997	1276	800	1132	1456
Gnb1_-_155491404.23-P1P2	Gnb1	2733	2759	2526	2832	4621
Ppp1r3b_-_35376897.23-P1P2	Ppp1r3b	686	626	598	602	834
Ulk2_+_61854998.23-P1P2	Ulk2	2254	2215	2010	2417	3933
Map2k7_+_4238922.23-P1P2	Map2k7	2038	1934	1642	1931	3331
Gnat1_+_107679592.23-P1P2	Gnat1	3030	3150	2757	2537	5075
Cdc14b_-_64274922.23-P1	Cdc14b_P1	230	253	353	251	482
Pik3r2_+_70776645.23-P1P2	Pik3r2	1148	1100	1575	1284	2323
Ern1_-_106487785.23-P1P2	Ern1	1097	1226	1181	1239	2035
Cyp2c50_+_40090190.23-P1P2	Cyp2c50	393	664	288	502	952
Pkib_+_57632132.23-P1	Pkib_P1	577	841	743	531	884
Sgk3_-_9798165.23-P1	Sgk3_P1	2209	1831	2181	2470	3927
Glp2r_-_67770879.23-P1P2	Glp2r	1884	1499	1417	2042	3275
non-targeting_00175	non-targeting	583	598	603	608	1129
Acvr1b_-_101174150.23-P1P2	Acvr1b	2251	2602	2165	2472	3615
Vamp1_+_125215591.23-P1	Vamp1_P1	668	533	724	857	1379
Dlg4_+_70018462.23-P1	Dlg4_P1	364	570	725	534	1051
Mapk3_+_126759750.23-P1P2	Mapk3	1540	908	1439	1524	2631
Rfk_+_17394322.23-P1P2	Rfk	1919	1998	1995	2054	3566
Akt3_-_177258350.23-P1P2	Akt3	1782	1473	1736	1569	2459
Kcnj3_-_55435998.23-P2	Kcnj3_P2	1796	2224	1685	1591	2815
Syt2_+_134709614.23-ENSMUST00000121990.1	Syt2	659	773	738	740	1263
Pten_+_32757626.23-P1P2	Pten	2222	2452	1849	2087	3638
Slc22a8_-_8591473.23-P2	Slc22a8_P2	2750	3187	3197	2907	4396
Acad8_-_26999289.23-P1P2	Acad8	1780	1977	1708	1620	2833
Pdha1_-_160138366.23-P1P2	Pdha1	1501	1943	1121	1477	2591
Ptpla_+_14055930.23-P1P2	Ptpla	2560	2844	2266	2358	3808
Trim33_+_103279983.23-P1P2	Trim33	2176	1806	1806	1974	3194
Spr_-_85137542.23-P1P2	Spr	1446	1037	1314	1403	2076
Rarg_-_102257477.23-P2	Rarg_P2	3112	3456	3292	3470	5053
Sgk3_+_9848334.23-P2	Sgk3_P2	84	41	115	41	138
Pip_+_41847626.23-P1P2	Pip	1693	2563	1830	1766	3093
Krt7_+_101412477.23-P1	Krt7_P1	2787	2580	2422	2741	5401
Ctsk_-_95499546.23-P1P2	Ctsk	1519	1129	1385	1623	2699
Crh_-_19695092.23-P1P2	Crh	2617	2858	2369	2479	4377
H2-Q7_+_35439206.23-P1P2	H2-Q7	983	668	1089	1206	1850
S100g_-_162964439.23-P1P2	S100g	3814	4330	3890	3849	5956
Slc12a5_+_164968287.23-P1P2	Slc12a5	665	714	778	847	1516
Hc_+_35061170.23-P1P2	Hc	166	2	210	87	161
Mtmr9_+_63543701.23-P1P2	Mtmr9	684	1115	642	779	1007
S100a11_-_93520692.23-P1P2	S100a11	2290	2681	2263	2524	4755
Cdc7_-_106964563.23-P1P2	Cdc7	2654	2411	2674	2918	5184
Gabrg1_+_70842244.23-P1P2	Gabrg1	2496	1678	2032	2000	3435
Chrm2_-_36388074.23-P1P2	Chrm2	81	88	31	163	217
Ptk2b_-_66213510.23-P2	Ptk2b_P2	0	35	13	17	60
Acy1_+_106438115.23-P1P2	Acy1	1272	1746	1311	1431	2464
Pkn2_-_142881926.23-P1P2	Pkn2	2061	3435	2731	2596	4122
Ugp2_-_21370433.23-P1P2	Ugp2	593	596	472	501	794
Mapk11_+_89149444.23-P1P2	Mapk11	2411	1829	2468	2385	3661
Tbck_+_132684228.23-P1P2	Tbck	2253	2362	1748	1879	3029
Ugdh_-_65435598.23-P1P2	Ugdh	532	1166	768	845	1343
Camkk2_+_122779341.23-P1P2	Camkk2	1272	1068	1259	1460	1814
Cdk10_-_123224873.23-P1P2	Cdk10	1148	1229	1268	1337	2324
Pura_-_36281175.23-P1P2	Pura	2044	2153	1939	2158	3174
Mtrr_+_68582053.23-P1P2	Mtrr	1187	1001	843	1253	1636
Ccbl2_+_142701134.23-P1P2	Ccbl2	1187	1429	1758	1667	3015
F2r_+_95618407.23-P1P2	F2r	92	118	119	131	135
Rpl13a_+_45136172.23-P2	Rpl13a_P2	1280	1658	1574	1398	2940
Cyth3_+_143622585.23-P1P2	Cyth3	1180	1506	1125	1261	1634
Rps6kb2_+_4163258.23-P1P2	Rps6kb2	2327	2191	2230	2189	3210
non-targeting_00183	non-targeting	709	534	911	903	1609
Isg20_+_78913818.23-P1P2	Isg20	2432	2736	2001	2445	3787
Obscn_+_59136224.23-P1P2	Obscn	2452	2221	2305	2077	3917
Lpl_+_68880584.23-P1P2	Lpl	1684	2288	2179	1685	2680
Kars_-_112011048.23-P1P2	Kars	2258	2796	2749	3234	4707
Cdk4_+_127063633.23-P1P2	Cdk4	940	1634	763	1159	1999
Pstpip2_+_77794596.23-P1P2	Pstpip2	796	1054	596	1056	1707
Gad2_-_22622611.23-P1P2	Gad2	1950	1889	1764	2408	4015
Csnk2a1_+_152226785.23-P1P2	Csnk2a1	1882	2587	1690	1752	2515
Tnni3k_-_155055289.23-P1P2	Tnni3k	856	824	707	758	1375
Pycrl_+_75921512.23-P1P2	Pycrl	893	1333	1000	1025	1799
Adrb3_+_27228307.23-P1P2	Adrb3	1333	1295	1724	1646	2576
Fgr_-_132974157.23-P1P2	Fgr	3734	4139	3609	4120	6896
Rdh8_-_20818520.23-P1P2	Rdh8	2944	3116	2612	2763	4402
Leprel1_+_26105787.23-P1P2	Leprel1	2199	2449	2244	1936	3766
Dcps_+_35175922.23-P1P2	Dcps	538	1089	1067	869	1560
Uqcr10_+_4704103.23-P1P2	Uqcr10	1961	2430	2305	1936	3706
Ssb_-_69861657.23-P1P2	Ssb	531	1043	772	1086	1802
Cps1_+_67123296.23-P1P2	Cps1	3463	3756	3203	3665	6606
Blvra_+_127080531.23-P2	Blvra_P2	510	669	399	432	955
En2_-_28166072.23-P1P2	En2	1264	1630	1407	1317	2187
Ramp2_+_101246023.23-P1P2	Ramp2	3168	4229	3609	3945	6379
Pdpr_-_111095279.23-P1P2	Pdpr	3374	3271	3453	3206	5476
Snap23_+_120567754.23-P1P2	Snap23	1184	1810	1266	1260	2264
Trappc1_-_69324219.23-P1P2	Trappc1	562	730	343	730	1907
Gadl1_-_115908472.23-P1P2	Gadl1	1172	1049	1095	1212	1820
Metap1_+_138489337.23-P1P2	Metap1	3002	3479	3070	2923	5234
Pcsk1_+_75089906.23-P1P2	Pcsk1	2452	1951	2059	2506	4019
Tph1_-_46667326.23-P1	Tph1_P1	3645	3795	2891	3222	5655
Tk1_-_117825990.23-P1P2	Tk1	2146	2121	2251	2164	3084
Lipa_+_34527438.23-P1P2	Lipa	658	578	386	498	803
Pacsin3_+_91256899.23-P1	Pacsin3_P1	1120	1144	1077	1082	1564
Egln3_-_54203778.23-P1P2	Egln3	1815	2408	2244	2144	3848
Chrna10_+_102116653.23-P1P2	Chrna10	2067	1954	1585	1847	3179
Igf1r_-_67951907.23-P1P2	Igf1r	1513	1533	1540	1699	2962
Bcr_-_75060791.23-P1P2	Bcr	1961	2040	1725	1788	3394
Gcdh_+_84893720.23-P1P2	Gcdh	3490	3539	2836	3274	4876
Ppt1_+_122836265.23-P1P2	Ppt1	997	965	1141	1028	1766
Tgm2_+_158146296.23-P1P2	Tgm2	2354	2181	2389	2541	4362
Taf1_+_101532814.23-P1P2	Taf1	1120	1205	789	1116	1519
Ppp1r1b_-_98348717.23-P1P2	Ppp1r1b	970	1107	1401	1436	2169
Aars2_-_45506856.23-P1P2	Aars2	2362	1813	1906	2020	3584
Pla2g7_-_43568801.23-P1P2	Pla2g7	1510	2623	2410	2511	4378
Map3k11_+_5688810.23-P2	Map3k11_P2	2155	2587	2073	2266	3712
Map2k5_-_63377848.23-P1P2	Map2k5	2180	2562	2107	2121	2920
Tssk2_-_17898660.23-P1P2	Tssk2	2683	3549	2638	3203	5096
Cyp2c55_-_39007119.23-P1P2	Cyp2c55	65	61	48	131	183
Bmpr1a_+_34502522.23-P1P2	Bmpr1a	1207	1499	1215	1519	2681
Thra_+_98742128.23-P1P2	Thra	969	1437	1179	949	1849
